"","X","Tag.ID","HoursFromConcRounded","MinCorr","Temp","concDate","minsFromConcRounded","DT","altMinsFrom","Tag.ID_167DB5CB","HoursFromConcRounded_167DB5CB","MinCorr_167DB5CB","Temp_167DB5CB","concDate_167DB5CB","minsFromConcRounded_167DB5CB","DT_167DB5CB","Tag.ID_167DC76A","HoursFromConcRounded_167DC76A","MinCorr_167DC76A","Temp_167DC76A","concDate_167DC76A","minsFromConcRounded_167DC76A","DT_167DC76A","Tag.ID_16804A25","HoursFromConcRounded_16804A25","MinCorr_16804A25","Temp_16804A25","concDate_16804A25","minsFromConcRounded_16804A25","DT_16804A25","Tag.ID_167F8B96","HoursFromConcRounded_167F8B96","MinCorr_167F8B96","Temp_167F8B96","concDate_167F8B96","minsFromConcRounded_167F8B96","DT_167F8B96","Tag.ID_167DAA18","HoursFromConcRounded_167DAA18","MinCorr_167DAA18","Temp_167DAA18","concDate_167DAA18","minsFromConcRounded_167DAA18","DT_167DAA18","Tag.ID_167DBF7D","HoursFromConcRounded_167DBF7D","MinCorr_167DBF7D","Temp_167DBF7D","concDate_167DBF7D","minsFromConcRounded_167DBF7D","DT_167DBF7D","Tag.ID_2653D43A","HoursFromConcRounded_2653D43A","MinCorr_2653D43A","Temp_2653D43A","concDate_2653D43A","minsFromConcRounded_2653D43A","DT_2653D43A","Tag.ID_167E7AB1","HoursFromConcRounded_167E7AB1","MinCorr_167E7AB1","Temp_167E7AB1","concDate_167E7AB1","minsFromConcRounded_167E7AB1","DT_167E7AB1","N","avgTemp","SD","SE","lowCI","highCI"
"4414",4414,NA,NA,NA,NA,NA,NA,NA,-24640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-411,20,38.1,"2023-02-15",-24639,"2023-01-28 21:21:04",1,38.1,NA,NA,NA,NA
"4415",4415,NA,NA,NA,NA,NA,NA,NA,-24620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-411,40,38.3,"2023-02-15",-24619,"2023-01-28 21:41:27",1,38.3,NA,NA,NA,NA
"4416",4416,NA,NA,NA,NA,NA,NA,NA,-24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-410,0,38.2,"2023-02-15",-24600,"2023-01-28 22:00:29",1,38.2,NA,NA,NA,NA
"4417",4417,NA,NA,NA,NA,NA,NA,NA,-24580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-410,20,38.2,"2023-02-15",-24579,"2023-01-28 22:21:21",1,38.2,NA,NA,NA,NA
"4418",4418,NA,NA,NA,NA,NA,NA,NA,-24560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-410,40,38.3,"2023-02-15",-24559,"2023-01-28 22:41:16",1,38.3,NA,NA,NA,NA
"4419",4419,NA,NA,NA,NA,NA,NA,NA,-24540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-409,0,38.3,"2023-02-15",-24539,"2023-01-28 23:01:12",1,38.3,NA,NA,NA,NA
"4420",4420,NA,NA,NA,NA,NA,NA,NA,-24520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-409,20,38.2,"2023-02-15",-24519,"2023-01-28 23:21:32",1,38.2,NA,NA,NA,NA
"4421",4421,NA,NA,NA,NA,NA,NA,NA,-24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-409,40,38.2,"2023-02-15",-24499,"2023-01-28 23:41:06",1,38.2,NA,NA,NA,NA
"4422",4422,NA,NA,NA,NA,NA,NA,NA,-24480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-408,0,38.2,"2023-02-15",-24480,"2023-01-29 00:00:54",1,38.2,NA,NA,NA,NA
"4423",4423,NA,NA,NA,NA,NA,NA,NA,-24460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-408,20,38.4,"2023-02-15",-24459,"2023-01-29 00:21:56",1,38.4,NA,NA,NA,NA
"4424",4424,NA,NA,NA,NA,NA,NA,NA,-24440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-408,40,38.5,"2023-02-15",-24440,"2023-01-29 00:40:52",1,38.5,NA,NA,NA,NA
"4425",4425,NA,NA,NA,NA,NA,NA,NA,-24420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-407,0,38.5,"2023-02-15",-24419,"2023-01-29 01:01:29",1,38.5,NA,NA,NA,NA
"4426",4426,NA,NA,NA,NA,NA,NA,NA,-24400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-407,20,38.5,"2023-02-15",-24399,"2023-01-29 01:21:41",1,38.5,NA,NA,NA,NA
"4427",4427,NA,NA,NA,NA,NA,NA,NA,-24380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-407,40,38.3,"2023-02-15",-24380,"2023-01-29 01:40:53",1,38.3,NA,NA,NA,NA
"4428",4428,NA,NA,NA,NA,NA,NA,NA,-24360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-406,0,38.3,"2023-02-15",-24360,"2023-01-29 02:00:16",1,38.3,NA,NA,NA,NA
"4429",4429,NA,NA,NA,NA,NA,NA,NA,-24340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-406,20,38.4,"2023-02-15",-24340,"2023-01-29 02:20:39",1,38.4,NA,NA,NA,NA
"4430",4430,NA,NA,NA,NA,NA,NA,NA,-24320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-406,40,38.5,"2023-02-15",-24320,"2023-01-29 02:40:50",1,38.5,NA,NA,NA,NA
"4431",4431,NA,NA,NA,NA,NA,NA,NA,-24300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-405,0,38.6,"2023-02-15",-24299,"2023-01-29 03:01:30",1,38.6,NA,NA,NA,NA
"4432",4432,NA,NA,NA,NA,NA,NA,NA,-24280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-405,20,38.5,"2023-02-15",-24280,"2023-01-29 03:20:47",1,38.5,NA,NA,NA,NA
"4433",4433,NA,NA,NA,NA,NA,NA,NA,-24260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-405,40,38.5,"2023-02-15",-24257,"2023-01-29 03:43:02",1,38.5,NA,NA,NA,NA
"4434",4434,NA,NA,NA,NA,NA,NA,NA,-24240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-404,0,38.5,"2023-02-15",-24239,"2023-01-29 04:01:22",1,38.5,NA,NA,NA,NA
"4435",4435,NA,NA,NA,NA,NA,NA,NA,-24220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-404,20,38.4,"2023-02-15",-24217,"2023-01-29 04:23:12",1,38.4,NA,NA,NA,NA
"4436",4436,NA,NA,NA,NA,NA,NA,NA,-24200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-404,40,38.6,"2023-02-15",-24200,"2023-01-29 04:40:42",1,38.6,NA,NA,NA,NA
"4437",4437,NA,NA,NA,NA,NA,NA,NA,-24180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-403,0,38.7,"2023-02-15",-24180,"2023-01-29 05:00:58",1,38.7,NA,NA,NA,NA
"4438",4438,NA,NA,NA,NA,NA,NA,NA,-24160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-403,20,38.6,"2023-02-15",-24156,"2023-01-29 05:24:09",1,38.6,NA,NA,NA,NA
"4439",4439,NA,NA,NA,NA,NA,NA,NA,-24140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-403,40,38.4,"2023-02-15",-24138,"2023-01-29 05:42:57",1,38.4,NA,NA,NA,NA
"4440",4440,NA,NA,NA,NA,NA,NA,NA,-24120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-402,0,37.7,"2023-02-15",-24119,"2023-01-29 06:01:50",1,37.7,NA,NA,NA,NA
"4441",4441,NA,NA,NA,NA,NA,NA,NA,-24100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-402,20,37.1,"2023-02-15",-24099,"2023-01-29 06:21:15",1,37.1,NA,NA,NA,NA
"4442",4442,NA,NA,NA,NA,NA,NA,NA,-24080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-402,40,36.5,"2023-02-15",-24079,"2023-01-29 06:41:12",1,36.5,NA,NA,NA,NA
"4443",4443,NA,NA,NA,NA,NA,NA,NA,-24060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-401,0,36.3,"2023-02-15",-24060,"2023-01-29 07:00:11",1,36.3,NA,NA,NA,NA
"4444",4444,NA,NA,NA,NA,NA,NA,NA,-24040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-401,20,36.4,"2023-02-15",-24040,"2023-01-29 07:20:47",1,36.4,NA,NA,NA,NA
"4445",4445,NA,NA,NA,NA,NA,NA,NA,-24020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-401,40,36.4,"2023-02-15",-24016,"2023-01-29 07:44:20",1,36.4,NA,NA,NA,NA
"4446",4446,NA,NA,NA,NA,NA,NA,NA,-24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-400,0,36.6,"2023-02-15",-24000,"2023-01-29 08:00:51",1,36.6,NA,NA,NA,NA
"4447",4447,NA,NA,NA,NA,NA,NA,NA,-23980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-400,20,36.5,"2023-02-15",-23976,"2023-01-29 08:24:32",1,36.5,NA,NA,NA,NA
"4448",4448,NA,NA,NA,NA,NA,NA,NA,-23960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-400,40,36.9,"2023-02-15",-23953,"2023-01-29 08:47:27",1,36.9,NA,NA,NA,NA
"4449",4449,NA,NA,NA,NA,NA,NA,NA,-23940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-399,0,36.7,"2023-02-15",-23937,"2023-01-29 09:03:15",1,36.7,NA,NA,NA,NA
"4450",4450,NA,NA,NA,NA,NA,NA,NA,-23920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-399,20,36.5,"2023-02-15",-23918,"2023-01-29 09:22:33",1,36.5,NA,NA,NA,NA
"4451",4451,NA,NA,NA,NA,NA,NA,NA,-23900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-399,40,36.7,"2023-02-15",-23892,"2023-01-29 09:48:35",1,36.7,NA,NA,NA,NA
"4452",4452,NA,NA,NA,NA,NA,NA,NA,-23880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-398,0,37,"2023-02-15",-23879,"2023-01-29 10:01:15",1,37,NA,NA,NA,NA
"4453",4453,NA,NA,NA,NA,NA,NA,NA,-23860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-398,20,37.4,"2023-02-15",-23860,"2023-01-29 10:20:38",1,37.4,NA,NA,NA,NA
"4454",4454,NA,NA,NA,NA,NA,NA,NA,-23840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-398,40,37.3,"2023-02-15",-23839,"2023-01-29 10:41:15",1,37.3,NA,NA,NA,NA
"4455",4455,NA,NA,NA,NA,NA,NA,NA,-23820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-397,0,36.5,"2023-02-15",-23820,"2023-01-29 11:00:14",1,36.5,NA,NA,NA,NA
"4456",4456,NA,NA,NA,NA,NA,NA,NA,-23800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-397,20,36.3,"2023-02-15",-23796,"2023-01-29 11:24:01",1,36.3,NA,NA,NA,NA
"4457",4457,NA,NA,NA,NA,NA,NA,NA,-23780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-397,40,36.5,"2023-02-15",-23780,"2023-01-29 11:40:12",1,36.5,NA,NA,NA,NA
"4458",4458,NA,NA,NA,NA,NA,NA,NA,-23760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-396,0,36.5,"2023-02-15",-23758,"2023-01-29 12:02:07",1,36.5,NA,NA,NA,NA
"4459",4459,NA,NA,NA,NA,NA,NA,NA,-23740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-396,20,36.4,"2023-02-15",-23740,"2023-01-29 12:20:19",1,36.4,NA,NA,NA,NA
"4460",4460,NA,NA,NA,NA,NA,NA,NA,-23720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-396,40,36.6,"2023-02-15",-23719,"2023-01-29 12:41:07",1,36.6,NA,NA,NA,NA
"4461",4461,NA,NA,NA,NA,NA,NA,NA,-23700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-395,0,36.5,"2023-02-15",-23700,"2023-01-29 13:00:57",1,36.5,NA,NA,NA,NA
"4462",4462,NA,NA,NA,NA,NA,NA,NA,-23680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-395,20,36.7,"2023-02-15",-23673,"2023-01-29 13:27:34",1,36.7,NA,NA,NA,NA
"4463",4463,NA,NA,NA,NA,NA,NA,NA,-23660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-395,40,36.4,"2023-02-15",-23658,"2023-01-29 13:42:51",1,36.4,NA,NA,NA,NA
"4464",4464,NA,NA,NA,NA,NA,NA,NA,-23640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-394,0,36.3,"2023-02-15",-23636,"2023-01-29 14:04:27",1,36.3,NA,NA,NA,NA
"4465",4465,NA,NA,NA,NA,NA,NA,NA,-23620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-394,20,36.3,"2023-02-15",-23620,"2023-01-29 14:20:18",1,36.3,NA,NA,NA,NA
"4466",4466,NA,NA,NA,NA,NA,NA,NA,-23600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-394,40,36.4,"2023-02-15",-23596,"2023-01-29 14:44:48",1,36.4,NA,NA,NA,NA
"4467",4467,NA,NA,NA,NA,NA,NA,NA,-23580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-393,0,36.5,"2023-02-15",-23579,"2023-01-29 15:01:31",1,36.5,NA,NA,NA,NA
"4468",4468,NA,NA,NA,NA,NA,NA,NA,-23560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"167E7AB1",-393,20,36.2,"2023-02-15",-23560,"2023-01-29 15:20:44",1,36.2,NA,NA,NA,NA
