"","X","Tag.ID","HoursFromConcRounded","MinCorr","Temp","concDate","minsFromConcRounded","DT","altMinsFrom","Tag.ID_167DB5CB","HoursFromConcRounded_167DB5CB","MinCorr_167DB5CB","Temp_167DB5CB","concDate_167DB5CB","minsFromConcRounded_167DB5CB","DT_167DB5CB","Tag.ID_167DC76A","HoursFromConcRounded_167DC76A","MinCorr_167DC76A","Temp_167DC76A","concDate_167DC76A","minsFromConcRounded_167DC76A","DT_167DC76A","Tag.ID_16804A25","HoursFromConcRounded_16804A25","MinCorr_16804A25","Temp_16804A25","concDate_16804A25","minsFromConcRounded_16804A25","DT_16804A25","Tag.ID_167F8B96","HoursFromConcRounded_167F8B96","MinCorr_167F8B96","Temp_167F8B96","concDate_167F8B96","minsFromConcRounded_167F8B96","DT_167F8B96","Tag.ID_167DAA18","HoursFromConcRounded_167DAA18","MinCorr_167DAA18","Temp_167DAA18","concDate_167DAA18","minsFromConcRounded_167DAA18","DT_167DAA18","Tag.ID_167DBF7D","HoursFromConcRounded_167DBF7D","MinCorr_167DBF7D","Temp_167DBF7D","concDate_167DBF7D","minsFromConcRounded_167DBF7D","DT_167DBF7D","Tag.ID_2653D43A","HoursFromConcRounded_2653D43A","MinCorr_2653D43A","Temp_2653D43A","concDate_2653D43A","minsFromConcRounded_2653D43A","DT_2653D43A","Tag.ID_167E7AB1","HoursFromConcRounded_167E7AB1","MinCorr_167E7AB1","Temp_167E7AB1","concDate_167E7AB1","minsFromConcRounded_167E7AB1","DT_167E7AB1","N","avgTemp","SD","SE","lowCI","highCI"
"649",649,"167DD2DA",133,0,36.7,"2023-01-31",7980,"2023-02-05 13:00:34",7980,"167DB5CB",133,0,37.3,"2023-03-06",7981,"2023-03-11 13:01:11","167DC76A",133,0,36.5,"2023-03-04",7980,"2023-03-09 13:00:30","16804A25",133,0,37,"2023-03-04",7980,"2023-03-09 13:00:32","167F8B96",133,0,37.1,"2023-03-04",7980,"2023-03-09 13:00:37","167DAA18",133,0,36.7,"2023-03-05",7980,"2023-03-10 13:00:52","167DBF7D",133,0,37.3,"2023-03-06",7980,"2023-03-11 13:00:05","2653D43A",133,0,37,"2023-02-01",7980,"2023-02-06 13:00:32",NA,NA,NA,NA,NA,NA,NA,8,36.95,0.292770021884558,0.103509833901353,36.3790984573251,37.5209015426749
"650",650,"167DD2DA",133,20,36.4,"2023-01-31",8002,"2023-02-05 13:22:13",8000,"167DB5CB",133,20,37.4,"2023-03-06",8000,"2023-03-11 13:20:02","167DC76A",133,20,36.2,"2023-03-04",8000,"2023-03-09 13:20:24","16804A25",133,20,36.8,"2023-03-04",8009,"2023-03-09 13:29:27","167F8B96",133,20,37.1,"2023-03-04",8000,"2023-03-09 13:20:39","167DAA18",133,20,36.8,"2023-03-05",8001,"2023-03-10 13:21:10","167DBF7D",133,20,37.1,"2023-03-06",8000,"2023-03-11 13:20:13","2653D43A",133,20,37.9,"2023-02-01",8001,"2023-02-06 13:21:40",NA,NA,NA,NA,NA,NA,NA,8,36.9625,0.542316460064732,0.191737823230428,35.9049829028738,38.0200170971262
"651",651,"167DD2DA",133,40,36.5,"2023-01-31",8020,"2023-02-05 13:40:24",8020,"167DB5CB",133,40,37.8,"2023-03-06",8020,"2023-03-11 13:40:59","167DC76A",133,40,36.3,"2023-03-04",8020,"2023-03-09 13:40:19","16804A25",133,40,36.7,"2023-03-04",8020,"2023-03-09 13:40:21","167F8B96",133,40,37,"2023-03-04",8020,"2023-03-09 13:40:25","167DAA18",133,40,36.8,"2023-03-05",8020,"2023-03-10 13:40:57","167DBF7D",133,40,37.3,"2023-03-06",8021,"2023-03-11 13:41:19","2653D43A",133,40,37.8,"2023-02-01",8020,"2023-02-06 13:40:13",NA,NA,NA,NA,NA,NA,NA,8,37.025,0.565053726901888,0.199776661013528,35.9231452325413,38.1268547674587
"652",652,"167DD2DA",134,0,36.3,"2023-01-31",8041,"2023-02-05 14:01:37",8040,"167DB5CB",134,0,36.7,"2023-03-06",8041,"2023-03-11 14:01:06","167DC76A",134,0,36.3,"2023-03-04",8040,"2023-03-09 14:00:07","16804A25",134,0,36.4,"2023-03-04",8040,"2023-03-09 14:00:09","167F8B96",134,0,37,"2023-03-04",8040,"2023-03-09 14:00:14","167DAA18",134,0,37.1,"2023-03-05",8040,"2023-03-10 14:00:54","167DBF7D",134,0,37.3,"2023-03-06",8043,"2023-03-11 14:03:10","2653D43A",134,0,37.7,"2023-02-01",8040,"2023-02-06 14:00:39",NA,NA,NA,NA,NA,NA,NA,8,36.85,0.512695955569326,0.181265393434994,35.8502428866398,37.8497571133602
"653",653,"167DD2DA",134,20,36.3,"2023-01-31",8061,"2023-02-05 14:21:23",8060,"167DB5CB",134,20,36.5,"2023-03-06",8060,"2023-03-11 14:20:33","167DC76A",134,20,36.6,"2023-03-04",8061,"2023-03-09 14:21:01","16804A25",134,20,36.4,"2023-03-04",8061,"2023-03-09 14:21:03","167F8B96",134,20,37.2,"2023-03-04",8061,"2023-03-09 14:21:08","167DAA18",134,20,37.1,"2023-03-05",8060,"2023-03-10 14:20:30","167DBF7D",134,20,37.3,"2023-03-06",8060,"2023-03-11 14:20:45","2653D43A",134,20,37.1,"2023-02-01",8060,"2023-02-06 14:20:55",NA,NA,NA,NA,NA,NA,NA,8,36.8125,0.401559460105226,0.141972708645007,36.0294590527948,37.5955409472052
"654",654,"167DD2DA",134,40,36.7,"2023-01-31",8080,"2023-02-05 14:40:29",8080,"167DB5CB",134,40,36.5,"2023-03-06",8080,"2023-03-11 14:40:51","167DC76A",134,40,36.4,"2023-03-04",8081,"2023-03-09 14:41:00","16804A25",134,40,36.5,"2023-03-04",8088,"2023-03-09 14:48:29","167F8B96",134,40,37.3,"2023-03-04",8081,"2023-03-09 14:41:15","167DAA18",134,40,36.9,"2023-03-05",8080,"2023-03-10 14:40:54","167DBF7D",134,40,37.3,"2023-03-06",8081,"2023-03-11 14:41:02","2653D43A",134,40,36.9,"2023-02-01",8080,"2023-02-06 14:40:55",NA,NA,NA,NA,NA,NA,NA,8,36.8125,0.35228843701879,0.124552771374798,36.1255375478134,37.4994624521866
"655",655,"167DD2DA",135,0,36.2,"2023-01-31",8103,"2023-02-05 15:03:04",8100,"167DB5CB",135,0,36.8,"2023-03-06",8100,"2023-03-11 15:00:20","167DC76A",135,0,36.2,"2023-03-04",8101,"2023-03-09 15:01:00","16804A25",135,0,36.2,"2023-03-04",8104,"2023-03-09 15:04:01","167F8B96",135,0,37.1,"2023-03-04",8101,"2023-03-09 15:01:15","167DAA18",135,0,36.8,"2023-03-05",8100,"2023-03-10 15:00:44","167DBF7D",135,0,37.5,"2023-03-06",8100,"2023-03-11 15:00:31","2653D43A",135,0,36.6,"2023-02-01",8101,"2023-02-06 15:01:42",NA,NA,NA,NA,NA,NA,NA,8,36.675,0.474341649025256,0.167705098312484,35.7500337844007,37.5999662155992
"656",656,"167DD2DA",135,20,36.3,"2023-01-31",8121,"2023-02-05 15:21:01",8120,"167DB5CB",135,20,37.2,"2023-03-06",8120,"2023-03-11 15:20:45","167DC76A",135,20,36.9,"2023-03-04",8120,"2023-03-09 15:20:13","16804A25",135,20,36.7,"2023-03-04",8120,"2023-03-09 15:20:15","167F8B96",135,20,37,"2023-03-04",8120,"2023-03-09 15:20:20","167DAA18",135,20,36.8,"2023-03-05",8120,"2023-03-10 15:20:01","167DBF7D",135,20,37.3,"2023-03-06",8120,"2023-03-11 15:20:56","2653D43A",135,20,36.9,"2023-02-01",8126,"2023-02-06 15:26:34",NA,NA,NA,NA,NA,NA,NA,8,36.8875,0.309088521763126,0.109279294862816,36.2847773825619,37.4902226174381
"657",657,"167DD2DA",135,40,36.4,"2023-01-31",8140,"2023-02-05 15:40:49",8140,"167DB5CB",135,40,37.4,"2023-03-06",8140,"2023-03-11 15:40:00","167DC76A",135,40,36.6,"2023-03-04",8140,"2023-03-09 15:40:17","16804A25",135,40,36.3,"2023-03-04",8140,"2023-03-09 15:40:19","167F8B96",135,40,37.1,"2023-03-04",8140,"2023-03-09 15:40:23","167DAA18",135,40,37,"2023-03-05",8140,"2023-03-10 15:40:52","167DBF7D",135,40,37.2,"2023-03-06",8140,"2023-03-11 15:40:20","2653D43A",135,40,37.1,"2023-02-01",8142,"2023-02-06 15:42:07",NA,NA,NA,NA,NA,NA,NA,8,36.8875,0.401559460105226,0.141972708645007,36.1044590527948,37.6705409472052
"658",658,"167DD2DA",136,0,36.4,"2023-01-31",8161,"2023-02-05 16:01:00",8160,"167DB5CB",136,0,37,"2023-03-06",8160,"2023-03-11 16:00:57","167DC76A",136,0,36.2,"2023-03-04",8161,"2023-03-09 16:01:41","16804A25",136,0,36.4,"2023-03-04",8161,"2023-03-09 16:01:43","167F8B96",136,0,37.1,"2023-03-04",8164,"2023-03-09 16:04:36","167DAA18",136,0,37,"2023-03-05",8160,"2023-03-10 16:00:17","167DBF7D",136,0,37.1,"2023-03-06",8160,"2023-03-11 16:00:00","2653D43A",136,0,37.1,"2023-02-01",8161,"2023-02-06 16:01:17",NA,NA,NA,NA,NA,NA,NA,8,36.7875,0.383359212376964,0.135537949351042,36.0399495358649,37.5350504641351
"659",659,"167DD2DA",136,20,36.5,"2023-01-31",8180,"2023-02-05 16:20:22",8180,"167DB5CB",136,20,36.9,"2023-03-06",8181,"2023-03-11 16:21:15","167DC76A",136,20,36.2,"2023-03-04",8181,"2023-03-09 16:21:32","16804A25",136,20,36.4,"2023-03-04",8181,"2023-03-09 16:21:34","167F8B96",136,20,37.1,"2023-03-04",8181,"2023-03-09 16:21:47","167DAA18",136,20,36.9,"2023-03-05",8180,"2023-03-10 16:20:21","167DBF7D",136,20,37.3,"2023-03-06",8180,"2023-03-11 16:20:14","2653D43A",136,20,36.9,"2023-02-01",8181,"2023-02-06 16:21:36",NA,NA,NA,NA,NA,NA,NA,8,36.775,0.373210013646088,0.131949665727937,36.0472404733901,37.5027595266099
"660",660,"167DD2DA",136,40,36.4,"2023-01-31",8201,"2023-02-05 16:41:39",8200,"167DB5CB",136,40,37.7,"2023-03-06",8200,"2023-03-11 16:40:03","167DC76A",136,40,36,"2023-03-04",8201,"2023-03-09 16:41:15","16804A25",136,40,36.5,"2023-03-04",8207,"2023-03-09 16:47:32","167F8B96",136,40,37,"2023-03-04",8201,"2023-03-09 16:41:29","167DAA18",136,40,36.6,"2023-03-05",8201,"2023-03-10 16:41:06","167DBF7D",136,40,36.9,"2023-03-06",8200,"2023-03-11 16:40:17","2653D43A",136,40,36.9,"2023-02-01",8201,"2023-02-06 16:41:03",NA,NA,NA,NA,NA,NA,NA,8,36.75,0.504267502706366,0.178285485347839,35.7666783697226,37.7333216302774
"661",661,"167DD2DA",137,0,36.8,"2023-01-31",8221,"2023-02-05 17:01:40",8220,"167DB5CB",137,0,37.3,"2023-03-06",8226,"2023-03-11 17:06:10","167DC76A",137,0,36.6,"2023-03-04",8220,"2023-03-09 17:00:56","16804A25",137,0,36.4,"2023-03-04",8220,"2023-03-09 17:00:58","167F8B96",137,0,37,"2023-03-04",8221,"2023-03-09 17:01:03","167DAA18",137,0,37,"2023-03-05",8221,"2023-03-10 17:01:05","167DBF7D",137,0,36.9,"2023-03-06",8220,"2023-03-11 17:00:05","2653D43A",137,0,37.1,"2023-02-01",8220,"2023-02-06 17:00:10",NA,NA,NA,NA,NA,NA,NA,8,36.8875,0.285043856274784,0.100778221853732,36.3316644802642,37.4433355197358
"662",662,"167DD2DA",137,20,36.8,"2023-01-31",8241,"2023-02-05 17:21:10",8240,"167DB5CB",137,20,37.2,"2023-03-06",8242,"2023-03-11 17:22:13","167DC76A",137,20,36.3,"2023-03-04",8240,"2023-03-09 17:20:39","16804A25",137,20,36.6,"2023-03-04",8241,"2023-03-09 17:21:50","167F8B96",137,20,37,"2023-03-04",8240,"2023-03-09 17:20:53","167DAA18",137,20,37,"2023-03-05",8240,"2023-03-10 17:20:07","167DBF7D",137,20,37,"2023-03-06",8240,"2023-03-11 17:20:08","2653D43A",137,20,37.5,"2023-02-01",8241,"2023-02-06 17:21:47",NA,NA,NA,NA,NA,NA,NA,8,36.925,0.365474251584745,0.129214660822326,36.2123252094097,37.6376747905902
"663",663,"167DD2DA",137,40,36.9,"2023-01-31",8263,"2023-02-05 17:43:21",8260,"167DB5CB",137,40,37.2,"2023-03-06",8260,"2023-03-11 17:40:30","167DC76A",137,40,36.2,"2023-03-04",8260,"2023-03-09 17:40:22","16804A25",137,40,36.8,"2023-03-04",8260,"2023-03-09 17:40:24","167F8B96",137,40,37,"2023-03-04",8262,"2023-03-09 17:42:04","167DAA18",137,40,37.3,"2023-03-05",8261,"2023-03-10 17:41:12","167DBF7D",137,40,37.1,"2023-03-06",8260,"2023-03-11 17:40:42","2653D43A",137,40,37.7,"2023-02-01",8260,"2023-02-06 17:40:07",NA,NA,NA,NA,NA,NA,NA,8,37.025,0.433424898750802,0.153238842520892,36.1798214474359,37.8701785525641
"664",664,"167DD2DA",138,0,37.1,"2023-01-31",8281,"2023-02-05 18:01:33",8280,"167DB5CB",138,0,37.1,"2023-03-06",8280,"2023-03-11 18:00:09","167DC76A",138,0,36.6,"2023-03-04",8281,"2023-03-09 18:01:17","16804A25",138,0,36.4,"2023-03-04",8281,"2023-03-09 18:01:20","167F8B96",138,0,37,"2023-03-04",8281,"2023-03-09 18:01:32","167DAA18",138,0,36.8,"2023-03-05",8280,"2023-03-10 18:00:03","167DBF7D",138,0,37,"2023-03-06",8280,"2023-03-11 18:00:22","2653D43A",138,0,38.1,"2023-02-01",8280,"2023-02-06 18:00:53",NA,NA,NA,NA,NA,NA,NA,8,37.0125,0.505505404803663,0.17872314983156,36.0267644606329,37.9982355393671
"665",665,"167DD2DA",138,20,37.5,"2023-01-31",8301,"2023-02-05 18:21:26",8300,"167DB5CB",138,20,38.1,"2023-03-06",8300,"2023-03-11 18:20:03","167DC76A",138,20,36.6,"2023-03-04",8303,"2023-03-09 18:23:34","16804A25",138,20,36.5,"2023-03-04",8302,"2023-03-09 18:22:08","167F8B96",138,20,36.8,"2023-03-04",8300,"2023-03-09 18:20:51","167DAA18",138,20,37.1,"2023-03-05",8300,"2023-03-10 18:20:15","167DBF7D",138,20,37,"2023-03-06",8300,"2023-03-11 18:20:23","2653D43A",138,20,38,"2023-02-01",8301,"2023-02-06 18:21:41",NA,NA,NA,NA,NA,NA,NA,8,37.2,0.609449400220044,0.215472901842834,36.0115736695709,38.3884263304291
"666",666,"167DD2DA",138,40,37.3,"2023-01-31",8321,"2023-02-05 18:41:21",8320,"167DB5CB",138,40,38.4,"2023-03-06",8320,"2023-03-11 18:40:52","167DC76A",138,40,36.8,"2023-03-04",8320,"2023-03-09 18:40:09","16804A25",138,40,36.5,"2023-03-04",8320,"2023-03-09 18:40:11","167F8B96",138,40,37.2,"2023-03-04",8320,"2023-03-09 18:40:16","167DAA18",138,40,37.2,"2023-03-05",8320,"2023-03-10 18:40:50","167DBF7D",138,40,37.4,"2023-03-06",8320,"2023-03-11 18:40:09","2653D43A",138,40,37.9,"2023-02-01",8321,"2023-02-06 18:41:14",NA,NA,NA,NA,NA,NA,NA,8,37.3375,0.595069023607466,0.210388670933448,36.1771154039654,38.4978845960346
"667",667,"167DD2DA",139,0,37.3,"2023-01-31",8341,"2023-02-05 19:01:29",8340,"167DB5CB",139,0,38.7,"2023-03-06",8340,"2023-03-11 19:00:18","167DC76A",139,0,36.5,"2023-03-04",8340,"2023-03-09 19:00:02","16804A25",139,0,36.6,"2023-03-04",8340,"2023-03-09 19:00:04","167F8B96",139,0,37,"2023-03-04",8340,"2023-03-09 19:00:08","167DAA18",139,0,37.2,"2023-03-05",8341,"2023-03-10 19:01:01","167DBF7D",139,0,37.4,"2023-03-06",8340,"2023-03-11 19:00:38","2653D43A",139,0,37.9,"2023-02-01",8340,"2023-02-06 19:00:01",NA,NA,NA,NA,NA,NA,NA,8,37.325,0.712640963499253,0.251956628920818,35.9353501211765,38.7146498788235
"668",668,"167DD2DA",139,20,37.7,"2023-01-31",8361,"2023-02-05 19:21:42",8360,"167DB5CB",139,20,38.5,"2023-03-06",8360,"2023-03-11 19:20:43","167DC76A",139,20,36.4,"2023-03-04",8360,"2023-03-09 19:20:19","16804A25",139,20,37.1,"2023-03-04",8363,"2023-03-09 19:23:01","167F8B96",139,20,36.9,"2023-03-04",8360,"2023-03-09 19:20:33","167DAA18",139,20,37,"2023-03-05",8360,"2023-03-10 19:20:06","167DBF7D",139,20,37.4,"2023-03-06",8360,"2023-03-11 19:20:59","2653D43A",139,20,37.7,"2023-02-01",8361,"2023-02-06 19:21:41",NA,NA,NA,NA,NA,NA,NA,8,37.3375,0.639056223772884,0.225940494694637,36.0913403636429,38.5836596363571
"669",669,"167DD2DA",139,40,37.8,"2023-01-31",8380,"2023-02-05 19:40:13",8380,"167DB5CB",139,40,38.6,"2023-03-06",8380,"2023-03-11 19:40:10","167DC76A",139,40,36.6,"2023-03-04",8380,"2023-03-09 19:40:21","16804A25",139,40,37,"2023-03-04",8380,"2023-03-09 19:40:23","167F8B96",139,40,37.4,"2023-03-04",8380,"2023-03-09 19:40:26","167DAA18",139,40,37.1,"2023-03-05",8381,"2023-03-10 19:41:09","167DBF7D",139,40,37.4,"2023-03-06",8380,"2023-03-11 19:40:22","2653D43A",139,40,38,"2023-02-01",8380,"2023-02-06 19:40:02",NA,NA,NA,NA,NA,NA,NA,8,37.4875,0.631183695244781,0.223157135540984,36.2566917942727,38.7183082057273
"670",670,"167DD2DA",140,0,37.7,"2023-01-31",8400,"2023-02-05 20:00:42",8400,"167DB5CB",140,0,38.5,"2023-03-06",8402,"2023-03-11 20:02:24","167DC76A",140,0,36.2,"2023-03-04",8401,"2023-03-09 20:01:40","16804A25",140,0,37.8,"2023-03-04",8401,"2023-03-09 20:01:42","167F8B96",140,0,37.2,"2023-03-04",8400,"2023-03-09 20:00:35","167DAA18",140,0,36.8,"2023-03-05",8401,"2023-03-10 20:01:20","167DBF7D",140,0,37.4,"2023-03-06",8400,"2023-03-11 20:00:15","2653D43A",140,0,37.8,"2023-02-01",8400,"2023-02-06 20:00:15",NA,NA,NA,NA,NA,NA,NA,8,37.425,0.702546388910674,0.248387657848429,36.0550345416242,38.7949654583758
"671",671,"167DD2DA",140,20,37.3,"2023-01-31",8421,"2023-02-05 20:21:22",8420,"167DB5CB",140,20,38.5,"2023-03-06",8420,"2023-03-11 20:20:03","167DC76A",140,20,36.4,"2023-03-04",8420,"2023-03-09 20:20:19","16804A25",140,20,37.8,"2023-03-04",8420,"2023-03-09 20:20:21","167F8B96",140,20,37.2,"2023-03-04",8420,"2023-03-09 20:20:26","167DAA18",140,20,36.8,"2023-03-05",8420,"2023-03-10 20:20:46","167DBF7D",140,20,37.3,"2023-03-06",8420,"2023-03-11 20:20:14","2653D43A",140,20,37.7,"2023-02-01",8420,"2023-02-06 20:20:22",NA,NA,NA,NA,NA,NA,NA,8,37.375,0.640869944461656,0.226581741793742,36.1253036082998,38.6246963917002
"672",672,"167DD2DA",140,40,37.3,"2023-01-31",8440,"2023-02-05 20:40:07",8440,"167DB5CB",140,40,38.5,"2023-03-06",8442,"2023-03-11 20:42:16","167DC76A",140,40,36.9,"2023-03-04",8440,"2023-03-09 20:40:23","16804A25",140,40,36.9,"2023-03-04",8440,"2023-03-09 20:40:25","167F8B96",140,40,37.1,"2023-03-04",8440,"2023-03-09 20:40:29","167DAA18",140,40,37,"2023-03-05",8440,"2023-03-10 20:40:36","167DBF7D",140,40,37.1,"2023-03-06",8440,"2023-03-11 20:40:17","2653D43A",140,40,38,"2023-02-01",8441,"2023-02-06 20:41:45",NA,NA,NA,NA,NA,NA,NA,8,37.35,0.58554004376912,0.207019667802706,36.2081969146502,38.4918030853498
"673",673,"167DD2DA",141,0,37.1,"2023-01-31",8460,"2023-02-05 21:00:39",8460,"167DB5CB",141,0,38.5,"2023-03-06",8460,"2023-03-11 21:00:04","167DC76A",141,0,36.2,"2023-03-04",8460,"2023-03-09 21:00:56","16804A25",141,0,37.1,"2023-03-04",8460,"2023-03-09 21:00:58","167F8B96",141,0,37,"2023-03-04",8461,"2023-03-09 21:01:02","167DAA18",141,0,36.9,"2023-03-05",8461,"2023-03-10 21:01:11","167DBF7D",141,0,37.5,"2023-03-06",8460,"2023-03-11 21:00:16","2653D43A",141,0,37.7,"2023-02-01",8460,"2023-02-06 21:00:00",NA,NA,NA,NA,NA,NA,NA,8,37.25,0.671884343788848,0.237546987833084,35.9398255296117,38.5601744703883
"674",674,"167DD2DA",141,20,37.2,"2023-01-31",8481,"2023-02-05 21:21:35",8480,"167DB5CB",141,20,38.5,"2023-03-06",8481,"2023-03-11 21:21:20","167DC76A",141,20,36.6,"2023-03-04",8480,"2023-03-09 21:20:44","16804A25",141,20,37,"2023-03-04",8480,"2023-03-09 21:20:47","167F8B96",141,20,37.2,"2023-03-04",8480,"2023-03-09 21:20:53","167DAA18",141,20,36.9,"2023-03-05",8480,"2023-03-10 21:20:37","167DBF7D",141,20,37.7,"2023-03-06",8480,"2023-03-11 21:20:29","2653D43A",141,20,37.8,"2023-02-01",8480,"2023-02-06 21:20:04",NA,NA,NA,NA,NA,NA,NA,8,37.3625,0.606953752062591,0.214590556975038,36.1789401834779,38.546059816522
"675",675,"167DD2DA",141,40,37.2,"2023-01-31",8500,"2023-02-05 21:40:03",8500,"167DB5CB",141,40,38.2,"2023-03-06",8500,"2023-03-11 21:40:03","167DC76A",141,40,36.5,"2023-03-04",8500,"2023-03-09 21:40:45","16804A25",141,40,37.2,"2023-03-04",8500,"2023-03-09 21:40:47","167F8B96",141,40,37.2,"2023-03-04",8502,"2023-03-09 21:42:00","167DAA18",141,40,36.9,"2023-03-05",8500,"2023-03-10 21:40:03","167DBF7D",141,40,37.9,"2023-03-06",8501,"2023-03-11 21:41:16","2653D43A",141,40,37.7,"2023-02-01",8500,"2023-02-06 21:40:08",NA,NA,NA,NA,NA,NA,NA,8,37.35,0.552914356581818,0.1954847454772,36.2718170046655,38.4281829953345
"676",676,"167DD2DA",142,0,37.4,"2023-01-31",8526,"2023-02-05 22:06:35",8520,"167DB5CB",142,0,38.2,"2023-03-06",8520,"2023-03-11 22:00:56","167DC76A",142,0,36.5,"2023-03-04",8520,"2023-03-09 22:00:47","16804A25",142,0,36.9,"2023-03-04",8520,"2023-03-09 22:00:49","167F8B96",142,0,37.3,"2023-03-04",8522,"2023-03-09 22:02:23","167DAA18",142,0,36.9,"2023-03-05",8520,"2023-03-10 22:00:50","167DBF7D",142,0,38.2,"2023-03-06",8521,"2023-03-11 22:01:11","2653D43A",142,0,38.1,"2023-02-01",8520,"2023-02-06 22:00:39",NA,NA,NA,NA,NA,NA,NA,8,37.4375,0.663190341132492,0.234473193716102,36.1442788347916,38.7307211652084
"677",677,"167DD2DA",142,20,37.3,"2023-01-31",8541,"2023-02-05 22:21:56",8540,"167DB5CB",142,20,38.1,"2023-03-06",8540,"2023-03-11 22:20:25","167DC76A",142,20,36.9,"2023-03-04",8540,"2023-03-09 22:20:56","16804A25",142,20,37.3,"2023-03-04",8540,"2023-03-09 22:20:58","167F8B96",142,20,37.3,"2023-03-04",8541,"2023-03-09 22:21:02","167DAA18",142,20,37,"2023-03-05",8542,"2023-03-10 22:22:15","167DBF7D",142,20,38.1,"2023-03-06",8540,"2023-03-11 22:20:45","2653D43A",142,20,37.9,"2023-02-01",8541,"2023-02-06 22:21:01",NA,NA,NA,NA,NA,NA,NA,8,37.4875,0.479396942597082,0.169492414495247,36.5526759619357,38.4223240380643
"678",678,"167DD2DA",142,40,37.3,"2023-01-31",8560,"2023-02-05 22:40:21",8560,"167DB5CB",142,40,38.3,"2023-03-06",8560,"2023-03-11 22:40:19","167DC76A",142,40,36.5,"2023-03-04",8560,"2023-03-09 22:40:27","16804A25",142,40,37.4,"2023-03-04",8560,"2023-03-09 22:40:28","167F8B96",142,40,37.1,"2023-03-04",8560,"2023-03-09 22:40:32","167DAA18",142,40,37.3,"2023-03-05",8561,"2023-03-10 22:41:04","167DBF7D",142,40,37.7,"2023-03-06",8560,"2023-03-11 22:40:34","2653D43A",142,40,37.7,"2023-02-01",8563,"2023-02-06 22:43:01",NA,NA,NA,NA,NA,NA,NA,8,37.4125,0.522186337841743,0.184620750265433,36.3942366412086,38.4307633587914
"679",679,"167DD2DA",143,0,37.5,"2023-01-31",8580,"2023-02-05 23:00:12",8580,"167DB5CB",143,0,38.3,"2023-03-06",8581,"2023-03-11 23:01:02","167DC76A",143,0,36.5,"2023-03-04",8580,"2023-03-09 23:00:39","16804A25",143,0,38.5,"2023-03-04",8580,"2023-03-09 23:00:41","167F8B96",143,0,36.8,"2023-03-04",8580,"2023-03-09 23:00:45","167DAA18",143,0,37.3,"2023-03-05",8580,"2023-03-10 23:00:01","167DBF7D",143,0,37.7,"2023-03-06",8580,"2023-03-11 23:00:01","2653D43A",143,0,37.9,"2023-02-01",8581,"2023-02-06 23:01:26",NA,NA,NA,NA,NA,NA,NA,8,37.5625,0.690626010018654,0.244173167473999,36.2157792804636,38.9092207195364
"680",680,"167DD2DA",143,20,37.5,"2023-01-31",8602,"2023-02-05 23:22:12",8600,"167DB5CB",143,20,38.6,"2023-03-06",8600,"2023-03-11 23:20:40","167DC76A",143,20,36.9,"2023-03-04",8601,"2023-03-09 23:21:00","16804A25",143,20,38.6,"2023-03-04",8600,"2023-03-09 23:20:00","167F8B96",143,20,37,"2023-03-04",8601,"2023-03-09 23:21:06","167DAA18",143,20,38,"2023-03-05",8600,"2023-03-10 23:20:09","167DBF7D",143,20,37.8,"2023-03-06",8606,"2023-03-11 23:26:17","2653D43A",143,20,37.6,"2023-02-01",8600,"2023-02-06 23:20:36",NA,NA,NA,NA,NA,NA,NA,8,37.75,0.641426980589819,0.226778683805537,36.4992173878499,39.0007826121501
"681",681,"167DD2DA",143,40,37.5,"2023-01-31",8621,"2023-02-05 23:41:42",8620,"167DB5CB",143,40,38.3,"2023-03-06",8620,"2023-03-11 23:40:10","167DC76A",143,40,37,"2023-03-04",8620,"2023-03-09 23:40:45","16804A25",143,40,37.3,"2023-03-04",8620,"2023-03-09 23:40:47","167F8B96",143,40,36.9,"2023-03-04",8620,"2023-03-09 23:40:51","167DAA18",143,40,38.7,"2023-03-05",8620,"2023-03-10 23:40:18","167DBF7D",143,40,37.9,"2023-03-06",8621,"2023-03-11 23:41:26","2653D43A",143,40,37.3,"2023-02-01",8621,"2023-02-06 23:41:30",NA,NA,NA,NA,NA,NA,NA,8,37.6125,0.635694221192189,0.224751847283049,36.3728962686752,38.8521037313248
"682",682,"167DD2DA",144,0,37.8,"2023-01-31",8642,"2023-02-06 00:02:56",8640,"167DB5CB",144,0,38.2,"2023-03-06",8640,"2023-03-12 00:00:21","167DC76A",144,0,37.3,"2023-03-04",8640,"2023-03-10 00:00:09","16804A25",144,0,37.1,"2023-03-04",8640,"2023-03-10 00:00:13","167F8B96",144,0,36.9,"2023-03-04",8640,"2023-03-10 00:00:18","167DAA18",144,0,38.6,"2023-03-05",8640,"2023-03-11 00:00:11","167DBF7D",144,0,37.9,"2023-03-06",8640,"2023-03-12 00:00:36","2653D43A",144,0,37.6,"2023-02-01",8641,"2023-02-07 00:01:35",NA,NA,NA,NA,NA,NA,NA,8,37.675,0.57008771254957,0.201556443707464,36.5633289605283,38.7866710394717
